step,train_minibatch_ce,gradient_norm_before_clipping,validation_ce,validation_perplexity,lr,tokens_processed,elapsed_seconds,throughput_tokens_per_second
61,3.1100616455078125,0.2874509394168854,,,0.0003,253952,6.004673178999951,42292.39334592636
62,3.0872764587402344,0.4236060082912445,,,0.00029999950405172913,258048,6.030518441999959,42790.350859854276
63,3.077239513397217,0.2992793023586273,,,0.0002999980162105606,262144,6.057343143999958,43277.05955698814
64,3.0427703857421875,0.2867267429828644,,,0.0002999955364874261,266240,6.085436897999955,43750.3509546706
65,3.048133373260498,0.27838146686553955,,,0.0002999920649005451,270336,6.111021427999958,44237.44920306665
66,3.0647873878479004,0.353471964597702,,,0.00029998760147542463,274432,6.137010151999959,44717.54049658313
67,3.087251901626587,0.22614510357379913,,,0.0002999821462448593,278528,6.163031082999964,45193.34662586539
68,3.1048591136932373,0.3342735469341278,,,0.00029997569924893064,282624,6.189281180999956,45663.46102801207
69,3.0425310134887695,0.28693094849586487,,,0.0002999682605350072,286720,6.215474217999997,46130.028046719206
70,3.052828788757324,0.28298020362854004,,,0.0002999598301577441,290816,6.24185313299995,46591.29168908024
71,2.977994441986084,0.3449900448322296,,,0.0002999504081790826,294912,6.267872841999974,47051.369329614296
72,3.064338207244873,0.15032267570495605,,,0.00029993999466824945,299008,6.2938418879999745,47508.025355720725
73,3.0378479957580566,0.24673230946063995,,,0.00029992858970175675,303104,6.320937019999974,47952.38412294784
74,3.0346415042877197,0.2987377643585205,,,0.00029991619336340114,307200,6.3472896349999814,48398.610692987684
75,3.02630877494812,0.30944037437438965,,,0.0002999028057442633,311296,6.3732500429999845,48844.15296743454
76,3.0446293354034424,0.3380054533481598,,,0.0002998884269427071,315392,6.399895864999962,49280.80185254731
77,3.091402292251587,0.3537737727165222,,,0.0002998730570643791,319488,6.426373399999989,49715.13171021164
78,3.0205276012420654,0.31189432740211487,,,0.00029985669622220764,323584,6.45240828499999,50149.33738031435
79,3.039388656616211,0.2758077085018158,,,0.00029983934453640216,327680,6.479254178999952,50573.72205925346
80,3.118978500366211,0.34292393922805786,,,0.0002998210021344521,331776,6.505610973999978,50998.438321313784
81,3.0216944217681885,0.35513681173324585,,,0.00029980166915112604,335872,6.531352024,51424.57469231641
82,3.080803871154785,0.21142010390758514,,,0.0002997813457284708,339968,6.55759003999998,51843.436068168885
83,3.0345499515533447,0.35640251636505127,,,0.00029976003201581035,344064,6.583797416999971,52259.202130307815
84,3.030430316925049,0.2313215285539627,,,0.0002997377281697446,348160,6.609823631999973,52673.11495490769
85,3.026919364929199,0.4250355362892151,,,0.00029971443435414854,352256,6.636222146999955,53080.802932319675
86,3.0532689094543457,0.3082770109176636,,,0.00029969015074017064,356352,6.662973819999991,53482.42535943215
87,3.0623459815979004,0.3780849874019623,,,0.00029966487750623195,360448,6.689365325999972,53883.736712513564
88,3.066828727722168,0.3535865545272827,,,0.00029963861483802453,364544,6.7154162089999545,54284.64724367205
89,3.052701950073242,0.3753618597984314,,,0.00029961136292851024,368640,6.741493200999969,54682.24753906441
90,2.9840383529663086,0.3453730344772339,,,0.00029958312197791927,372736,6.767797633999976,55074.93281528597
91,3.0864481925964355,0.2823908030986786,,,0.0002995538921937486,376832,6.7940854349999995,55464.7131840196
92,3.0792527198791504,0.21538536250591278,,,0.0002995236737907607,380928,6.819842964999964,55855.83157192272
93,3.0743494033813477,0.3152499198913574,,,0.0002994924669909817,385024,6.845766640999955,56242.64164864374
94,3.0556349754333496,0.3255768120288849,,,0.00029946027202369977,389120,6.871706790999951,56626.39746352978
95,3.0732767581939697,0.3206530809402466,,,0.0002994270891254638,393216,6.898344951999945,57001.49858206208
96,3.0155086517333984,0.2563322186470032,,,0.00029939291854008107,397312,6.924878481999997,57374.58080062237
97,3.051570415496826,0.35061898827552795,,,0.000299357760518616,401408,6.950864876999958,57749.36027432179
98,3.080876111984253,0.32349154353141785,,,0.0002993216153193879,405504,6.977448300999981,58116.37471278501
99,3.0336742401123047,0.3578283488750458,,,0.0002992844832079695,409600,7.004084833999968,58480.159750732375
100,3.000701427459717,0.40427401661872864,,,0.00029924636445718446,413696,7.029980032999958,58847.39331520694
101,3.0712666511535645,0.26449525356292725,,,0.00029920725934710587,417792,7.056245953999962,59208.82048664516
102,3.0621633529663086,0.302031010389328,,,0.00029916716816505385,421888,7.083057366999981,59562.97939440382
103,3.0176968574523926,0.3639407455921173,,,0.0002991260912055937,425984,7.109221121999951,59919.925500947575
104,3.060407876968384,0.4485393166542053,,,0.00029908402877053345,430080,7.135463580999954,60273.589111322915
105,3.057065486907959,0.3476293385028839,,,0.0002990409811689219,434176,7.161767876999988,60624.137427625355
106,3.015185594558716,0.4055222272872925,,,0.0002989969487170462,438272,7.18749594999997,60977.008272262305
107,3.0308642387390137,0.3499153256416321,,,0.0002989519317384296,442368,7.212976139999967,61329.46947471839
108,3.0570285320281982,0.27725204825401306,,,0.00029890593056382904,446464,7.239311448999956,61672.1635952926
109,3.0218400955200195,0.3431955873966217,,,0.0002988589455312327,450560,7.265329914999995,62015.077810819595
110,3.0325865745544434,0.3240676820278168,,,0.00029881097698585755,454656,7.290728172999991,62360.84917878896
111,3.0101852416992188,0.47647786140441895,,,0.0002987620252801468,458752,7.3168390869999484,62698.11246977929
112,3.0446994304656982,0.15966947376728058,,,0.00029871209077376727,462848,7.342829376999987,63034.0126722518
113,3.0185799598693848,0.21868246793746948,,,0.00029866117383360694,466944,7.368717432999972,63368.422557342725
114,3.026428699493408,0.37928637862205505,,,0.000298609274833772,471040,7.394779129999961,63698.995158494006
115,3.07578444480896,0.2720978856086731,,,0.00029855639415558415,475136,7.421025487999998,64025.65262284949
116,3.024273633956909,0.3983444273471832,,,0.000298502532187578,479232,7.446795477999956,64354.12405454045
117,2.9847311973571777,0.24786387383937836,,,0.0002984476893254979,483328,7.472221614999967,64683.306371662286
118,2.987854480743408,0.2648637294769287,,,0.0002983918659722954,487424,7.498501032999968,65002.85828526365
119,3.02579402923584,0.3085443377494812,,,0.0002983350625381259,491520,7.52481671299995,65319.86342615429
120,3.0624186992645264,0.341807097196579,,,0.000298277279440346,495616,7.55055275999996,65639.69761599317
121,3.0381410121917725,0.3607759177684784,,,0.00029821851710351,499712,7.576468533999957,65955.79428034391
122,3.0049784183502197,0.4693148732185364,,,0.0002981587759593675,503808,7.60238222299995,66269.75403522846
123,3.028975486755371,0.41710031032562256,,,0.0002980980564468593,507904,7.627832665999961,66585.62428406614
124,3.0679805278778076,0.3003397583961487,,,0.0002980363590121149,512000,7.653277602999992,66899.4418547293
125,2.997528076171875,0.4380062520503998,,,0.00029797368410844886,516096,7.679738681999993,67202.28661030377
126,3.0813794136047363,0.23265309631824493,,,0.0002979100321963577,520192,7.70581413299999,67506.4296934296
127,3.0944247245788574,0.3123033344745636,,,0.0002978454037435163,524288,7.731447680999963,67812.39706095897
128,3.033970594406128,0.4683833718299866,,,0.00029777979922477455,528384,7.757836243999975,68109.71298970895
129,3.0398507118225098,0.48385149240493774,,,0.0002977132191221539,532480,7.783920102999957,68407.69084908513
130,3.045910596847534,0.25934961438179016,,,0.00029764566392484384,536576,7.80953733399997,68707.78345138802
131,3.024948835372925,0.2086106538772583,,,0.00029757713412919813,540672,7.835879966999983,68999.52555130828
132,3.0550642013549805,0.2779441475868225,,,0.00029750763023873134,544768,7.862052976999962,69290.80757833751
133,3.0264930725097656,0.38383057713508606,,,0.0002974371527641151,548864,7.887619825999991,69585.50387922824
134,3.0268187522888184,0.37587031722068787,,,0.00029736570222317437,552960,7.913085639999963,69879.18811403165
135,3.097052574157715,0.4340417981147766,,,0.0002972932791408835,557056,7.939425407999977,70163.26388540605
136,3.0162525177001953,0.43557411432266235,,,0.00029721988404936257,561152,7.965891420999981,70444.34456144733
137,3.047271728515625,0.39998066425323486,,,0.00029714551748787326,565248,7.992018601999973,70726.56210516687
138,3.0276122093200684,0.23472104966640472,,,0.0002970701800028152,569344,8.018552134999993,71003.34205160101
139,3.0316853523254395,0.33202695846557617,,,0.00029699387214772156,573440,8.04466920799996,71281.98626610365
140,3.005066394805908,0.34048178791999817,,,0.00029691659448325536,577536,8.070205837999993,71563.97390517223
141,3.002875328063965,0.341133177280426,,,0.0002968383475772051,581632,8.09620059599996,71840.11723812319
142,3.0238819122314453,0.38066181540489197,,,0.00029675913200448054,585728,8.122668533999956,72110.29202389008
143,3.0050079822540283,0.3787592649459839,,,0.0002966789483471089,589824,8.148698257999968,72382.60410746484
144,3.059101104736328,0.28113093972206116,,,0.00029659779719423007,593920,8.17434885299997,72656.55169365968
145,3.0720443725585938,0.38187822699546814,,,0.0002965156791420925,598016,8.200219913999945,72926.82467930262
146,3.013745069503784,0.3039802610874176,,,0.00029643259479404893,602112,8.225899445999971,73197.10190388851
147,3.052090883255005,0.3381485044956207,,,0.0002963485447605518,606208,8.251310760999957,73468.08495751469
148,3.008436679840088,0.3231290876865387,,,0.0002962635296591488,610304,8.27786206099995,73727.24931904415
149,3.069627046585083,0.2646014988422394,,,0.00029617755011447823,614400,8.304224798999996,73986.43640692225
150,2.975550651550293,0.3968939185142517,,,0.00029609060675826477,618496,8.329983147999997,74249.36989800501
151,3.030647039413452,0.21445675194263458,,,0.00029600270022931433,622592,8.35727176499995,74497.03892691393
152,3.029193639755249,0.2495783120393753,,,0.0002959138311735098,626688,8.386534973999971,74725.49771065942
153,3.03749680519104,0.34205156564712524,,,0.0002958240002438061,630784,8.415479087999984,74955.20972768666
154,3.038444995880127,0.2957403361797333,,,0.0002957332081002253,634880,8.442410360999986,75201.27224955217
155,3.026562452316284,0.29954588413238525,,,0.000295641455409852,638976,8.467918469999972,75458.4497080074
156,3.0870745182037354,0.44282668828964233,,,0.00029554874284682824,643072,8.493510516999947,75713.33416411004
157,3.0476558208465576,0.24642863869667053,,,0.00029545507109234856,647168,8.519666106999978,75961.66233184538
158,3.0372350215911865,0.25421905517578125,,,0.00029536044083465507,651264,8.545742381999958,76209.17772711806
159,3.048360586166382,0.27269020676612854,,,0.0002952648527690326,655360,8.57144343799996,76458.53405443694
160,3.029104709625244,0.3289158046245575,,,0.0002951683075978029,659456,8.597756181999955,76700.94220403928
161,3.037374496459961,0.38820257782936096,,,0.00029507080603032043,663552,8.623858721999966,76943.7465745166
162,3.012744903564453,0.3354041576385498,,,0.00029497234878296633,667648,8.649388237999972,77190.19907867872
163,2.998791456222534,0.28786951303482056,,,0.00029487293657914356,671744,8.675418233999949,77430.73381377269
164,3.0223264694213867,0.3072590231895447,,,0.00029477257014927155,675840,8.701863478999996,77666.12308168117
165,2.987161874771118,0.2986429035663605,,,0.0002946712502307808,679936,8.727669137999953,77905.79469145816
166,3.0291285514831543,0.316261351108551,,,0.00029456897756810745,684032,8.753317934999984,78145.45353881302
167,2.9991891384124756,0.3707801401615143,,,0.0002944657529126878,688128,8.77962475299995,78377.83724923669
168,3.0595741271972656,0.4350023567676544,,,0.0002943615770229528,692224,8.805509391999976,78612.60140485485
169,3.055178642272949,0.4785879850387573,,,0.00029425645066432244,696320,8.831239068999992,78847.37289518854
170,3.07350492477417,0.32270726561546326,,,0.00029415037460920024,700416,8.857627714999978,79074.89708716006
171,3.0565781593322754,0.2989952862262726,,,0.00029404334963696745,704512,8.883739655,79303.53965331282
172,3.036987781524658,0.3023538589477539,,,0.0002939353765339775,708608,8.909266466999952,79536.06535674895
173,3.0324511528015137,0.38081106543540955,,,0.0002938264560935499,712704,8.935236759999952,79763.30332851793
174,3.0130789279937744,0.2816601097583771,,,0.0002937165891159647,716800,8.96123162799995,79989.004832808
175,3.0635409355163574,0.34320318698883057,,,0.00029360577640845663,720896,8.987261481999951,80213.08843008959
176,3.0226190090179443,0.29014793038368225,,,0.00029349401878520884,724992,9.013444177999986,80434.51378659008
177,3.0486936569213867,0.3324338495731354,,,0.00029338131706734737,729088,9.039903563999985,80652.18780690094
178,3.0125107765197754,0.22666038572788239,,,0.0002932676720829347,733184,9.06591616999998,80872.57661020283
179,3.062068462371826,0.38215380907058716,,,0.00029315308466696397,737280,9.09148031999996,81095.70433519932
180,3.047832489013672,0.3272787034511566,,,0.0002930375556613526,741376,9.117968136999991,81309.34314099596
181,3.0629987716674805,0.28692883253097534,,,0.0002929210859149364,745472,9.14427632099995,81523.34573355071
182,3.032527208328247,0.30990004539489746,,,0.00029280367628346294,749568,9.169910550999987,81742.12778098026
183,3.000566005706787,0.2653449773788452,,,0.0002926853276295856,753664,9.195893334999994,81956.58350358633
184,3.0610008239746094,0.2199321836233139,,,0.0002925660408228574,757760,9.221634423999944,82171.9843965921
185,3.0298056602478027,0.32926851511001587,,,0.0002924458167397237,761856,9.247102910999956,82388.61482699937
186,3.0868611335754395,0.3490556478500366,,,0.0002923246562635169,765952,9.272522103999961,82604.49437694899
187,3.0666568279266357,0.3606286346912384,,,0.0002922025602844493,770048,9.299031415999991,82809.48472494124
188,3.0513715744018555,0.38713765144348145,,,0.00029207952969960665,774144,9.325019053999995,83017.95369178668
189,3.0035858154296875,0.2768109142780304,,,0.0002919555654129416,778240,9.350425117999976,83230.4403467019
190,3.075110912322998,0.3399679362773895,,,0.0002918306683352671,782336,9.376929512999993,83432.00179924404
191,3.0246846675872803,0.26457756757736206,,,0.00029170483938424966,786432,9.403147549999971,83634.97390828482
192,3.1320672035217285,0.44843482971191406,,,0.00029157807948440264,790528,9.428919686999961,83840.78200283469
193,3.0600836277008057,0.3060287535190582,,,0.00029145038956707945,794624,9.45502315799996,84042.52287078358
194,3.0056135654449463,0.29408276081085205,,,0.00029132177057046663,798720,9.481102008999983,84243.37162935396
195,3.016517162322998,0.3658839762210846,,,0.000291192223439577,802816,9.506924700999946,84445.39377865895
196,3.0094242095947266,0.2867479920387268,,,0.00029106174912624293,806912,9.532506550999983,84648.46005433408
197,3.016347885131836,0.42993053793907166,,,0.00029093034858910887,811008,9.558805461999953,84844.074212419
198,2.9984517097473145,0.3671236038208008,,,0.0002907980227936248,815104,9.584788899999978,85041.41390114516
199,3.029581069946289,0.2967761754989624,,,0.0002906647727120388,819200,9.610741159999975,85237.9630625701
200,3.06136155128479,0.3417024314403534,,,0.00029053059932339023,823296,9.637163265999959,85429.28839906648
201,3.076707363128662,0.25613489747047424,,,0.0002903955036135021,827392,9.663219935999962,85622.80538783789
202,3.0642714500427246,0.40457266569137573,,,0.0002902594865749742,831488,9.688837168999953,85819.17370439442
203,3.02191424369812,0.346802681684494,,,0.00029012254920717553,835584,9.714610874999948,86013.12093213455
204,3.0367887020111084,0.39072951674461365,,,0.0002899846925162374,839680,9.740495825999972,86205.0572167662
205,3.0473039150238037,0.3420749306678772,,,0.00028984591751504544,843776,9.766407675999972,86395.7381252372
206,3.027785301208496,0.33555588126182556,,,0.00028970622522323257,847872,9.791987588999973,86588.34504166183
207,3.019047260284424,0.34113192558288574,,,0.00028956561666717147,851968,9.818023713999992,86775.91588876872
208,3.037036418914795,0.4390151798725128,,,0.0002894240928799668,856064,9.843860102999997,86964.25904499674
209,3.0563249588012695,0.503895103931427,,,0.0002892816549014478,860160,9.869226847999983,87155.76338933916
210,3.0569567680358887,0.40367740392684937,,,0.00028913830377816087,864256,9.895585597999968,87337.52959245563
211,2.996588706970215,0.31540295481681824,,,0.00028899404056336125,868352,9.921807909999984,87519.53352420843
212,3.0222136974334717,0.46120455861091614,,,0.00028884886631700595,872448,9.947394430999964,87706.18336808999
213,3.023897647857666,0.4478414058685303,,,0.0002887027821057456,876544,9.972871749999968,87892.83788794365
214,3.0489273071289062,0.2310599833726883,,,0.0002885557890029167,880640,9.999001426999996,88072.79471148338
215,3.0688180923461914,0.33616456389427185,,,0.00028840788808853356,884736,10.025020328999972,88252.78861935787
216,3.0523171424865723,0.3199918568134308,,,0.0002882590804492807,888832,10.050918411999987,88432.913646857
217,3.0690670013427734,0.43121135234832764,,,0.0002881093671785049,892928,10.077569079,88605.49533326598
218,3.049525260925293,0.3104511797428131,,,0.0002879587493762064,897024,10.104025583999999,88778.87259316347
219,3.0287587642669678,0.3508523404598236,,,0.0002878072281490318,901120,10.129798393999977,88957.34791066979
220,3.0356626510620117,0.28451278805732727,,,0.00028765480461026544,905216,10.156234351999956,89129.0973235317
221,3.0237438678741455,0.31186166405677795,,,0.0002875014798798213,909312,10.182609978999949,89300.48404832502
222,3.036530017852783,0.24982847273349762,,,0.0002873472550842346,913408,10.20845081699997,89475.67230072913
223,3.086054801940918,0.2877908945083618,,,0.0002871921313566539,917504,10.234314989999973,89649.77146946329
224,3.0493640899658203,0.2904014587402344,,,0.00028703610983683235,921600,10.260391782999989,89821.13154070395
225,3.065594434738159,0.4119279980659485,,,0.0002868791916711197,925696,10.286218176999967,89993.81347654677
226,3.003368616104126,0.29999840259552,,,0.0002867213780124536,929792,10.31161588499998,90169.37891883099
227,2.9764914512634277,0.5635589361190796,,,0.0002865626700203513,933888,10.33818992199997,90333.80185951693
228,3.050231456756592,0.3494742512702942,,,0.0002864030688609009,937984,10.364383181999983,90500.70646066176
229,3.026663303375244,0.38711389899253845,,,0.00028624257570675313,942080,10.390076206999993,90671.13476658647
230,3.0525121688842773,0.3397883474826813,,,0.00028608119173711245,946176,10.416422572999977,90835.02453640348
231,3.0195119380950928,0.5018346905708313,,,0.0002859189181377285,950272,10.442315047999955,91002.0427110182
232,3.0188663005828857,0.5343227982521057,,,0.00028575575610088736,954368,10.467857683999966,91171.28153726655
233,2.9955813884735107,0.6154059171676636,,,0.00028559170682540286,958464,10.493929572999946,91335.08980906947
234,2.9429502487182617,0.36883583664894104,,,0.00028542677151660763,962560,10.52040113299995,91494.61012286712
235,3.1001734733581543,0.9644055962562561,,,0.0002852609513863443,966656,10.546377678999988,91657.63159845976
236,3.0356595516204834,0.43733564019203186,,,0.0002850942476529567,970752,10.572126722999997,91821.82785305612
237,3.0796523094177246,0.45476070046424866,,,0.00028492666154128086,974848,10.598589469999979,91979.0319984912
238,3.03226900100708,0.7881028652191162,,,0.00028475819428263585,978944,10.624853530999985,92137.17602259164
239,3.0083534717559814,0.5515272617340088,,,0.00028458884711481504,983040,10.651068797999983,92294.96294161498
240,3.0171098709106445,0.6074769496917725,,,0.00028441862128207666,987136,10.677976680999961,92445.97824946341
241,3.0184924602508545,0.6920580267906189,,,0.00028424751803513487,991232,10.704291592999994,92601.36379769495
242,3.032724380493164,0.5870280861854553,,,0.00028407553863115054,995328,10.730458327999997,92757.26810315238
243,3.017591953277588,0.35497793555259705,,,0.0002839026843337221,999424,10.756963145999975,92909.49373305608
244,3.0442581176757812,0.6341459155082703,,,0.000283728956412876,1003520,10.783765693999953,93058.40171938777
245,2.9786911010742188,0.6464474201202393,,,0.0002835543561450576,1007616,10.809931559999995,93212.0610021698
246,3.0531575679779053,0.46829846501350403,,,0.0002833788848131218,1011712,10.836444263999965,93361.98990669244
247,2.9926633834838867,0.6162319779396057,,,0.00028320254370632343,1015808,10.862877123999965,93511.87428565479
248,3.0230460166931152,0.598055899143219,,,0.0002830253341203078,1019904,10.88892694399999,93664.3257177868
249,3.0123445987701416,0.46143555641174316,,,0.00028284725735710164,1024000,10.91516599299996,93814.42303824832
250,3.0584356784820557,0.4723510146141052,3.0079380369621207,20.2456111547166,0.0002826683147251027,1028096,10.941778372999977,93960.59442557694
251,2.9863638877868652,0.5927700400352478,,,0.00028248850753907095,1032192,15.20082602299999,67903.67828947032
252,2.990342855453491,0.5297123789787292,,,0.0002823078371201184,1036288,15.226478923999991,68058.28223139637
253,2.997346878051758,0.3618910312652588,,,0.0002821263047956995,1040384,15.251979560999985,68213.04708933062
254,2.992541790008545,0.8040049076080322,,,0.00028194391189960167,1044480,15.277999913999963,68364.9696216383
255,3.0315680503845215,0.40743619203567505,,,0.0002817606597719351,1048576,15.303686457999959,68517.87004900769
256,2.991574764251709,0.5017763376235962,,,0.00028157654975912317,1052672,15.329114268999945,68671.41711695748
257,2.968017816543579,0.4770934581756592,,,0.0002813915832138924,1056768,15.355574848999993,68819.82670084281
258,3.0528738498687744,0.49675360321998596,,,0.00028120576149526265,1060864,15.381788135999955,68968.83448271693
259,2.993499279022217,0.4996974766254425,,,0.00028101908596853695,1064960,15.407360434999987,69120.21072608866
260,2.9537858963012695,0.683266282081604,,,0.0002808315580052918,1069056,15.433411576999958,69268.9360784746
261,2.989935874938965,0.3532067835330963,,,0.0002806431789833666,1073152,15.45980764999996,69415.61139022339
262,3.004086971282959,0.4317154884338379,,,0.00028045395028685404,1077248,15.486231014999987,69561.66409738922
263,3.02573823928833,0.47108927369117737,,,0.00028026387330608955,1081344,15.511989809999989,69710.2056696104
264,3.001005172729492,0.5510091781616211,,,0.0002800729494376414,1085440,15.538061324999944,69856.84875973444
265,3.0027151107788086,0.49780240654945374,,,0.0002798811800842999,1089536,15.563791338999977,70004.53657264246
266,2.9893767833709717,0.5813649296760559,,,0.0002796885666550679,1093632,15.589239675999977,70153.00442674402
267,2.9552807807922363,0.450341135263443,,,0.0002794951105651498,1097728,15.615583761999972,70296.95570339717
268,2.95528244972229,0.42490682005882263,,,0.0002793008132359413,1101824,15.64200612999997,70440.06956926068
269,2.921802043914795,0.4877322018146515,,,0.000279105676095019,1105920,15.667773350999994,70585.65216795243
270,2.947974920272827,0.580734372138977,,,0.00027890970057613,1110016,15.694265770999948,70727.48838312022
271,2.928649425506592,0.40009909868240356,,,0.0002787128881191814,1114112,15.72041795299998,70870.38037607583
272,2.9836456775665283,0.5918342471122742,,,0.0002785152401702293,1118208,15.746148720999997,71014.69824863851
